"probeset","gene","EntrezGene.ID","best_probe"
"206313_at","HLA-DOA","3111",FALSE
"206314_at","ZNF167","55888",TRUE
"206315_at","CRLF1","9244",TRUE
"206316_s_at","KNTC1","9735",TRUE
"206317_s_at","ABCB8","11194",TRUE
"206318_at","SPINLW1","57119",TRUE
"206319_s_at","SPINLW1","57119",FALSE
"206320_s_at","SMAD9","4093",TRUE
"206321_at","RFX1","5989",TRUE
"206322_at","SYN3","8224",TRUE
"206323_x_at","OPHN1","4983",TRUE
"206324_s_at","DAPK2","23604",FALSE
"206325_at","SERPINA6","866",TRUE
"206326_at","GRP","2922",TRUE
"206327_s_at","CDH15","1013",FALSE
"206328_at","CDH15","1013",TRUE
"206329_at","EXTL1","2134",TRUE
"206330_s_at","SHC3","53358",TRUE
"206331_at","CALCRL","10203",FALSE
"206332_s_at","IFI16","3428",FALSE
"206333_at","MSI1","4440",TRUE
"206334_at","LIPF","8513",TRUE
"206335_at","GALNS","2588",TRUE
"206336_at","CXCL6","6372",TRUE
"206337_at","CCR7","1236",TRUE
"206338_at","ELAVL3","1995",TRUE
"206339_at","CARTPT","9607",TRUE
"206340_at","NR1H4","9971",TRUE
"206341_at","IL2RA","3559",TRUE
"206342_x_at","IDS","3423",FALSE
"206343_s_at","NRG1","3084",TRUE
"206344_at","PON1","5444",FALSE
"206345_s_at","PON1","5444",TRUE
"206346_at","PRLR","5618",FALSE
"206347_at","PDK3","5165",FALSE
"206348_s_at","PDK3","5165",TRUE
"206349_at","LGI1","9211",TRUE
"206350_at","APCS","325",TRUE
"206351_s_at","PEX10","5192",TRUE
"206352_s_at","PEX10","5192",FALSE
"206353_at","COX6A2","1339",TRUE
"206354_at","SLCO1B3","28234",TRUE
"206355_at","GNAL","2774",FALSE
"206356_s_at","GNAL","2774",FALSE
"206357_at","OPA3","80207",TRUE
"206358_at","PRM1","5619",TRUE
"206359_at","SOCS3","9021",FALSE
"206360_s_at","SOCS3","9021",FALSE
"206361_at","GPR44","11251",FALSE
"206362_x_at","MAP3K10","4294",TRUE
"206363_at","MAF","4094",TRUE
"206364_at","KIF14","9928",TRUE
"206365_at","XCL1","6375",FALSE
"206366_x_at","XCL1","6375",TRUE
"206367_at","REN","5972",TRUE
"206368_at","CPLX2","10814",TRUE
"206369_s_at","PIK3CG","5294",FALSE
"206370_at","PIK3CG","5294",TRUE
"206371_at","FOLR3","2352",TRUE
"206372_at","MYF6","4618",TRUE
"206373_at","ZIC1","7545",TRUE
"206374_at","DUSP8","1850",TRUE
"206375_s_at","HSPB3","8988",TRUE
"206376_at","SLC6A15","55117",TRUE
"206377_at","FOXF2","2295",TRUE
"206378_at","SCGB2A2","4250",TRUE
"206379_at","EYA3","2140",TRUE
"206380_s_at","CFP","5199",TRUE
"206381_at","SCN2A","6326",TRUE
"206382_s_at","BDNF","627",TRUE
"206383_s_at","G3BP2","9908",TRUE
"206384_at","CACNG3","10368",TRUE
"206385_s_at","ANK3","288",FALSE
"206386_at","SERPINA7","6906",TRUE
"206387_at","CDX2","1045",TRUE
"206388_at","PDE3A","5139",FALSE
"206389_s_at","PDE3A","5139",TRUE
"206390_x_at","PF4","5196",TRUE
"206391_at","RARRES1","5918",FALSE
"206392_s_at","RARRES1","5918",TRUE
"206393_at","TNNI2","7136",TRUE
"206394_at","MYBPC2","4606",TRUE
"206395_at","DGKG","1608",TRUE
"206396_at","SLC1A1","6505",TRUE
"206397_x_at","GDF1 /// LASS1","10715 /// 2657",FALSE
"206398_s_at","CD19","930",TRUE
"206399_x_at","CACNA1A","773",FALSE
"206400_at","LGALS7 /// LGALS7B","3963 /// 653499",FALSE
"206401_s_at","MAPT","4137",TRUE
"206402_s_at","NPFF","8620",FALSE
"206403_at","ZNF536","9745",TRUE
"206404_at","FGF9","2254",TRUE
"206405_x_at","USP6","9098",TRUE
"206406_at","SMCP","4184",TRUE
"206407_s_at","CCL13","6357",TRUE
"206408_at","LRRTM2","26045",TRUE
"206409_at","TIAM1","7074",TRUE
"206410_at","NR0B2","8431",TRUE
"206411_s_at","ABL2","27",TRUE
"206412_at","FER","2241",TRUE
"206413_s_at","TCL1B","9623",TRUE
"206414_s_at","ASAP2","8853",TRUE
"206415_at","TLL1","7092",TRUE
"206416_at","ZNF205","7755",TRUE
"206417_at","CNGA1","1259",TRUE
"206418_at","NOX1","27035",FALSE
"206419_at","RORC","6097",TRUE
"206420_at","IGSF6","10261",TRUE
"206421_s_at","SERPINB7","8710",TRUE
"206422_at","GCG","2641",TRUE
"206423_at","ANGPTL7","10218",TRUE
"206424_at","CYP26A1","1592",TRUE
"206425_s_at","TRPC3","7222",FALSE
"206426_at","MLANA","2315",TRUE
"206427_s_at","MLANA","2315",FALSE
"206429_at","F2RL1","2150",FALSE
"206430_at","CDX1","1044",TRUE
"206431_x_at","TBC1D9B","23061",FALSE
"206432_at","HAS2","3037",TRUE
"206433_s_at","SPOCK3","50859",FALSE
"206434_at","SPOCK3","50859",TRUE
"206435_at","B4GALNT1","2583",TRUE
"206436_at","MPPED1","758",TRUE
"206437_at","S1PR4","8698",TRUE
"206438_x_at","TCTN2","79867",TRUE
"206439_at","EPYC","1833",TRUE
"206440_at","LIN7A","8825",TRUE
"206441_s_at","COMMD4","54939",TRUE
"206442_at","SEMG1","6406",TRUE
"206443_at","RORB","6096",TRUE
"206444_at","PDE1B","5153",TRUE
"206445_s_at","PRMT1","3276",TRUE
"206446_s_at","CELA2A /// CELA2B","51032 /// 63036",FALSE
"206447_at","CELA2A","63036",TRUE
"206448_at","ZNF365","22891",TRUE
"206449_s_at","MASP1","5648",FALSE
"206450_at","DBH","1621",TRUE
"206451_at","TBCCD1","55171",TRUE
"206452_x_at","PPP2R4","5524",FALSE
"206453_s_at","NDRG2","57447",FALSE
"206454_s_at","RHO","6010",TRUE
"206455_s_at","RHO","6010",FALSE
"206456_at","GABRA5","2558",TRUE
"206457_s_at","DIO1","1733",TRUE
"206458_s_at","WNT2B","7482",TRUE
"206459_s_at","WNT2B","7482",FALSE
"206460_at","AJAP1","55966",FALSE
"206461_x_at","MT1H","4496",TRUE
"206462_s_at","NTRK3","4916",FALSE
"206463_s_at","DHRS2","10202",TRUE
"206464_at","BMX","660",TRUE
"206465_at","ACSBG1","23205",FALSE
"206466_at","ACSBG1","23205",TRUE
"206467_x_at","RTEL1 /// TNFRSF6B","51750 /// 8771",FALSE
"206468_s_at","METTL13","51603",TRUE
"206469_x_at","AKR7A3","22977",TRUE
"206470_at","PLXNC1","10154",TRUE
"206471_s_at","PLXNC1","10154",FALSE
"206472_s_at","TLE3","7090",FALSE
"206473_at","MBTPS2","51360",TRUE
"206474_at","CDK17","5128",FALSE
"206475_x_at","CSH1","1442",FALSE
"206476_s_at","NOVA2","4858",TRUE
"206477_s_at","NOVA2","4858",FALSE
"206478_at","KIAA0125","9834",TRUE
"206479_at","TRPM1","4308",FALSE
"206480_at","LTC4S","4056",TRUE
"206481_s_at","LDB2","9079",TRUE
"206482_at","PTK6","5753",TRUE
"206483_at","LRRC6","23639",TRUE
"206484_s_at","XPNPEP2","7512",FALSE
"206485_at","CD5","921",TRUE
"206486_at","LAG3","3902",TRUE
"206487_at","SUN1","23353",TRUE
"206488_s_at","CD36","948",FALSE
"206489_s_at","DLGAP1","9229",TRUE
"206490_at","DLGAP1","9229",FALSE
"206491_s_at","NAPA","8775",TRUE
"206492_at","FHIT","2272",TRUE
"206493_at","ITGA2B","3674",FALSE
"206494_s_at","ITGA2B","3674",FALSE
"206495_s_at","HINFP","25988",TRUE
"206496_at","FMO3","2328",TRUE
"206497_at","C7orf44","55744",TRUE
"206498_at","OCA2","4948",TRUE
"206499_s_at","RCC1","1104",TRUE
"206500_s_at","C14orf106","55320",TRUE
"206501_x_at","ETV1","2115",FALSE
"206502_s_at","INSM1","3642",TRUE
"206503_x_at","PML","5371",FALSE
"206504_at","CYP24A1","1591",TRUE
"206505_at","UGT2B4","7363",TRUE
"206506_s_at","SUPT3H","8464",TRUE
"206507_at","ZSCAN12","9753",FALSE
"206508_at","CD70","970",TRUE
"206509_at","PIP","5304",TRUE
"206510_at","SIX2","10736",TRUE
"206511_s_at","SIX2","10736",FALSE
"206512_at","SRP19 /// ZRSR1","6728 /// 7310",FALSE
"206513_at","AIM2","9447",TRUE
"206514_s_at","CYP4F2 /// CYP4F3","4051 /// 8529",FALSE
"206515_at","CYP4F3","4051",TRUE
"206516_at","AMH","268",TRUE
"206517_at","CDH16","1014",TRUE
"206518_s_at","RGS9","8787",TRUE
"206519_x_at","SIGLEC6","946",TRUE
"206520_x_at","SIGLEC6","946",FALSE
"206521_s_at","GTF2A1","2957",TRUE
"206522_at","MGAM","8972",TRUE
"206523_at","CYTH3","9265",TRUE
"206524_at","T","6862",TRUE
"206525_at","GABRR1","2569",TRUE
"206526_at","RIBC2","26150",TRUE
"206527_at","ABAT","18",FALSE
"206528_at","TRPC6","7225",TRUE
"206529_x_at","SLC26A4","5172",TRUE
"206530_at","RAB30","27314",TRUE
"206531_at","DPF1","8193",TRUE
"206533_at","CHRNA5","1138",TRUE
"206534_at","GRIN2A","2903",TRUE
"206535_at","SLC2A2","6514",TRUE
"206536_s_at","XIAP","331",FALSE
"206537_at","XIAP","331",TRUE
"206538_at","MRAS","22808",TRUE
"206539_s_at","CYP4F12","66002",TRUE
"206540_at","GLB1L","79411",TRUE
"206541_at","KLKB1","3818",TRUE
"206542_s_at","SMARCA2","6595",FALSE
"206543_at","SMARCA2","6595",TRUE
"206544_x_at","SMARCA2","6595",FALSE
"206545_at","CD28","940",FALSE
"206546_at","SYCP2","10388",TRUE
"206547_s_at","PPEF1","5475",TRUE
"206549_at","INSL4","3641",TRUE
"206550_s_at","NUP155","9631",TRUE
"206551_x_at","KLHL24","54800",FALSE
"206552_s_at","TAC1","6863",TRUE
"206553_at","OAS2","4939",TRUE
"206554_x_at","SETMAR","6419",TRUE
"206555_s_at","THUMPD1","55623",TRUE
"206556_at","CLUL1","27098",TRUE
"206557_at","ZNF702P","79986",TRUE
"206558_at","SIM2","6493",TRUE
"206559_x_at","EEF1A1","1915",FALSE
"206560_s_at","MIA","8190",TRUE
"206561_s_at","AKR1B10","57016",TRUE
"206562_s_at","CSNK1A1","1452",FALSE
"206563_s_at","OPRL1","4987",TRUE
"206564_at","OPRL1","4987",FALSE
"206565_x_at","SMA4","11039",TRUE
"206566_at","SLC7A1","6541",FALSE
"206567_s_at","PHF20","51230",FALSE
"206568_at","TNP1","7141",TRUE
"206569_at","IL24","11009",TRUE
"206570_s_at","PSG11","5680",TRUE
"206571_s_at","MAP4K4","9448",TRUE
"206572_x_at","ZNF85","7639",TRUE
"206573_at","KCNQ3","3786",TRUE
"206574_s_at","PTP4A3","11156",TRUE
"206575_at","CDKL5","6792",FALSE
"206576_s_at","CEACAM1","634",FALSE
"206577_at","VIP","7432",TRUE
"206578_at","NKX2-5","1482",TRUE
"206579_at","ZNF192","7745",TRUE
"206580_s_at","EFEMP2","30008",FALSE
"206581_at","BNC1","646",TRUE
"206582_s_at","GPR56","9289",TRUE
"206583_at","ZNF673","55634",TRUE
"206584_at","LY96","23643",TRUE
"206585_at","MKRN3","7681",TRUE
"206586_at","CNR2","1269",TRUE
"206587_at","CCT6B","10693",TRUE
"206588_at","DAZL","1618",TRUE
"206589_at","GFI1","2672",TRUE
"206590_x_at","DRD2","1813",FALSE
"206591_at","RAG1","5896",TRUE
"206592_s_at","AP3D1","8943",FALSE
"206593_s_at","MED22","6837",TRUE
"206594_at","PASK","23178",TRUE
"206595_at","CST6","1474",TRUE
"206596_s_at","NRL","4901",FALSE
"206597_at","NRL","4901",TRUE
"206598_at","INS","3630",TRUE
"206599_at","SLC16A5","9121",TRUE
"206600_s_at","SLC16A5","9121",FALSE
"206601_s_at","HOXD3","3232",FALSE
"206602_s_at","HOXD3","3232",TRUE
"206603_at","SLC2A4","6517",TRUE
"206604_at","OVOL1","5017",TRUE
"206605_at","ENDOU","8909",TRUE
"206606_at","LIPC","3990",TRUE
"206607_at","CBL","867",TRUE
"206608_s_at","RPGRIP1","57096",TRUE
"206609_at","MAGEC1","9947",TRUE
"206610_s_at","F11","2160",TRUE
"206611_at","C2orf27A","29798",TRUE
"206612_at","CACNG1","786",TRUE
"206613_s_at","TAF1A","9015",TRUE
"206614_at","GDF5","8200",TRUE
"206615_s_at","ADAM22","53616",TRUE
"206616_s_at","ADAM22","53616",FALSE
"206617_s_at","RENBP","5973",TRUE
"206618_at","IL18R1","8809",TRUE
"206619_at","DKK4","27121",TRUE
"206620_at","GRAP","10750",TRUE
"206621_s_at","EIF4H","7458",TRUE
"206622_at","TRH","7200",TRUE
"206623_at","PDE6A","5145",TRUE
"206624_at","USP9Y","8287",TRUE
"206625_at","PRPH2","5961",TRUE
"206626_x_at","SSX1","6756",TRUE
"206627_s_at","SSX1","6756",FALSE
"206628_at","SLC5A1","6523",TRUE
"206629_at","ADAMTSL2","9719",TRUE
"206630_at","TYR","7299",TRUE
"206631_at","PTGER2","5732",TRUE
"206632_s_at","APOBEC3B","9582",TRUE
"206633_at","CHRNA1","1134",FALSE
"206634_at","SIX3","6496",TRUE
"206635_at","CHRNB2","1141",TRUE
"206636_at","RASA2","5922",TRUE
"206637_at","P2RY14","9934",TRUE
"206638_at","HTR2B","3357",TRUE
"206639_x_at","HTN1","3346",TRUE
"206640_x_at","GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7","100008586 /// 100132399 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729422 /// 729431 /// 729442 /// 729447",FALSE
"206641_at","TNFRSF17","608",TRUE
"206642_at","DSG1","1828",TRUE
"206643_at","HAL","3034",TRUE
"206644_at","NR0B1","190",FALSE
"206645_s_at","NR0B1","190",TRUE
"206646_at","GLI1","2735",TRUE
"206647_at","HBZ","3050",TRUE
"206648_at","ZNF571","51276",TRUE
"206649_s_at","TFE3","7030",FALSE
"206650_at","IQCC","55721",TRUE
"206651_s_at","CPB2","1361",TRUE
"206652_at","ZMYM5","9205",TRUE
"206653_at","POLR3G","10622",FALSE
"206654_s_at","POLR3G","10622",TRUE
"206655_s_at","GP1BB /// SEPT5","2812 /// 5413",FALSE
"206656_s_at","C20orf3","57136",TRUE
"206657_s_at","MYOD1","4654",TRUE
"206658_at","UPK3B","80761",TRUE
"206660_at","IGLL1","3543",TRUE
"206661_at","DBF4B","80174",TRUE
"206662_at","GLRX","2745",TRUE
"206663_at","SP4","6671",TRUE
"206664_at","SI","6476",TRUE
"206665_s_at","BCL2L1","598",TRUE
"206666_at","GZMK","3003",TRUE
"206667_s_at","SCAMP1","9522",FALSE
"206668_s_at","SCAMP1","9522",FALSE
"206669_at","GAD1","2571",FALSE
"206670_s_at","GAD1","2571",FALSE
"206671_at","SAG","6295",TRUE
"206672_at","AQP2","359",TRUE
"206673_at","GPR176","11245",TRUE
"206674_at","FLT3","2322",TRUE
"206675_s_at","SKIL","6498",FALSE
"206676_at","CEACAM8","1088",TRUE
"206677_at","KRT31","3881",TRUE
"206678_at","GABRA1","2554",TRUE
"206679_at","APBA1","320",TRUE
"206680_at","CD5L","922",TRUE
"206681_x_at","GP2","2813",FALSE
"206682_at","CLEC10A","10462",TRUE
"206683_at","ZNF165","7718",TRUE
"206684_s_at","ATF7","11016",TRUE
"206685_at","HCG4","54435",TRUE
"206686_at","PDK1","5163",TRUE
"206687_s_at","PTPN6","5777",TRUE
"206688_s_at","CPSF4","10898",TRUE
"206689_x_at","KAT5","10524",TRUE
"206690_at","ACCN1","40",TRUE
"206691_s_at","PDIA2","64714",TRUE
"206692_at","KCNJ10","3766",TRUE
"206693_at","IL7","3574",TRUE
"206694_at","PNLIPRP1","5407",TRUE
"206695_x_at","ZNF43","7594",FALSE
"206696_at","GPR143","4935",TRUE
"206697_s_at","HP","3240",TRUE
"206698_at","XK","7504",TRUE
"206699_x_at","NPAS1","4861",FALSE
"206700_s_at","KDM5D","8284",TRUE
"206701_x_at","EDNRB","1910",FALSE
"206702_at","TEK","7010",FALSE
"206703_at","CHRNB1","1140",TRUE
"206704_at","CLCN5","1184",TRUE
"206705_at","TULP1","7287",TRUE
"206706_at","NTF3","4908",TRUE
"206707_x_at","FAM65B","9750",FALSE
"206708_at","FOXN2","3344",TRUE
"206709_x_at","GPT","2875",TRUE
"206710_s_at","EPB41L3","23136",TRUE
"206711_at","CXorf1","9142",TRUE
"206712_at","GRTP1","79774",TRUE
"206713_at","NTNG1","22854",TRUE
"206714_at","ALOX15B","247",TRUE
"206715_at","TFEC","22797",TRUE
"206716_at","UMOD","7369",TRUE
"206717_at","MYH8","4626",TRUE
"206718_at","LMO1","4004",TRUE
"206719_at","SYNGR4","23546",TRUE
"206720_at","MGAT5","4249",TRUE
"206721_at","C1orf114","57821",TRUE
"206722_s_at","LPAR2","9170",TRUE
"206723_s_at","LPAR2","9170",FALSE
"206724_at","CBX4","8535",TRUE
"206725_x_at","BMP1","649",FALSE
"206726_at","HPGDS","27306",TRUE
"206727_at","C9","735",TRUE
"206728_at","ECE2","9718",TRUE
"206729_at","TNFRSF8","943",TRUE
"206730_at","GRIA3","2892",TRUE
"206731_at","CNKSR2","22866",TRUE
"206732_at","SLITRK3","22865",TRUE
"206733_at","TULP2","7288",TRUE
"206734_at","JRKL","8690",TRUE
"206735_at","CHRNA4","1137",FALSE
"206736_x_at","CHRNA4","1137",TRUE
"206737_at","WNT11","7481",TRUE
"206738_at","APOC4","346",TRUE
"206739_at","HOXC5","3222",TRUE
"206740_x_at","SYCP1","6847",FALSE
"206741_at","C3orf32","51066",TRUE
"206742_at","FIGF","2277",TRUE
"206743_s_at","ASGR1","432",TRUE
"206744_s_at","ZMYM5","9205",FALSE
"206745_at","HOXC11","3227",TRUE
"206746_at","BFSP1","631",TRUE
"206747_at","GPRIN2","9721",TRUE
"206748_s_at","SPAG9","9043",FALSE
"206749_at","CD1B","910",TRUE
"206750_at","MAFK","7975",TRUE
"206751_s_at","PCYT1B","9468",TRUE
"206752_s_at","DFFB","1677",TRUE
"206753_at","RDH16","8608",TRUE
"206754_s_at","CYP2B6 /// CYP2B7P1","1555 /// 1556",FALSE
"206755_at","CYP2B6","1555",FALSE
"206756_at","CHST7","56548",TRUE
"206757_at","PDE5A","8654",TRUE
"206758_at","EDN2","1907",TRUE
"206759_at","FCER2","2208",TRUE
"206760_s_at","FCER2","2208",FALSE
"206761_at","CD96","10225",TRUE
"206762_at","KCNA5","3741",TRUE
"206763_at","FKBP6","8468",TRUE
"206764_x_at","MPPE1","65258",FALSE
"206765_at","KCNJ2","3759",TRUE
"206766_at","ITGA10","8515",TRUE
"206767_at","RBMS3","27303",TRUE
"206768_at","RPL3L","6123",TRUE
"206769_at","TMSB4Y","9087",TRUE
"206770_s_at","SLC35A3","23443",FALSE
"206771_at","UPK3A","7380",TRUE
"206772_at","PTH2R","5746",TRUE
"206773_at","LY6H","4062",TRUE
"206774_at","FRMPD1","22844",TRUE
"206775_at","CUBN","8029",TRUE
"206776_x_at","ACRV1","56",TRUE
"206777_s_at","CRYBB2 /// CRYBB2P1","1415 /// 1416",FALSE
"206778_at","CRYBB2","1415",TRUE
"206779_s_at","ASMT","438",TRUE
"206780_at","GAD2","2572",FALSE
"206781_at","DNAJC4","3338",TRUE
"206782_s_at","DNAJC4","3338",FALSE
"206783_at","FGF4","2249",TRUE
"206784_at","AQP8","343",TRUE
"206785_s_at","KLRC1 /// KLRC2","3821 /// 3822",FALSE
"206786_at","HTN3","3347",TRUE
"206787_at","BRDT","676",TRUE
"206788_s_at","CBFB","865",TRUE
"206789_s_at","POU2F1","5451",TRUE
"206790_s_at","NDUFB1","4707",TRUE
"206791_s_at","PDE4C","5143",FALSE
"206792_x_at","PDE4C","5143",FALSE
"206793_at","PNMT","5409",TRUE
"206794_at","ERBB4","2066",FALSE
"206795_at","F2RL2","2151",TRUE
"206796_at","WISP1","8840",FALSE
"206797_at","NAT2","10",TRUE
"206798_x_at","DLEC1","9940",TRUE
"206799_at","SCGB1D2","10647",TRUE
"206800_at","MTHFR","4524",FALSE
"206801_at","NPPB","4879",TRUE
"206802_at","PAX5","5079",FALSE
"206803_at","PDYN","5173",TRUE
"206804_at","CD3G","917",TRUE
"206805_at","SEMA3A","10371",TRUE
"206806_at","DGKI","9162",TRUE
"206807_s_at","ADD2","119",FALSE
"206808_at","HNRNPA3P1","10151",TRUE
"206809_s_at","HNRNPA3 /// HNRNPA3P1","10151 /// 220988",FALSE
"206810_at","ZNF44","51710",TRUE
"206811_at","ADCY8","114",TRUE
"206812_at","ADRB3","155",TRUE
"206813_at","CTF1","1489",TRUE
"206814_at","NGF","4803",TRUE
"206815_at","SPAG8","26206",TRUE
"206816_s_at","SPAG8","26206",FALSE
"206817_x_at","CELF3","11189",TRUE
"206818_s_at","CNNM2","54805",FALSE
"206819_at","POM121L9P","29774",FALSE
"206820_at","AGFG2","3268",FALSE
"206821_x_at","AGFG2","3268",TRUE
"206822_s_at","L3MBTL1","26013",TRUE
"206823_at","L3MBTL1","26013",FALSE
"206824_at","CES1P1","51716",TRUE
"206825_at","OXTR","5021",TRUE
"206826_at","PMP2","5375",TRUE
"206827_s_at","TRPV6","55503",TRUE
"206828_at","TXK","7294",TRUE
"206829_x_at","ZNF430","80264",TRUE
"206830_at","SLC4A10","57282",TRUE
"206831_s_at","ARSD","414",TRUE
"206832_s_at","SEMA3F","6405",FALSE
"206833_s_at","ACYP2","98",TRUE
"206834_at","HBD","3045",TRUE
"206835_at","STATH","6779",TRUE
"206836_at","SLC6A3","6531",TRUE
"206837_at","ALX1","8092",TRUE
"206838_at","TBX19","9095",TRUE
"206839_at","C22orf31","25770",TRUE
"206840_at","AFM","173",TRUE
"206841_at","PDE6H","5149",TRUE
"206842_at","KCND1","3750",TRUE
"206843_at","CRYBA4","1413",TRUE
"206844_at","FBP2","8789",TRUE
"206845_s_at","RNF40","9810",FALSE
"206846_s_at","HDAC6","10013",FALSE
"206847_s_at","HOXA7","3204",TRUE
"206848_at","FAM36A /// HOXA7","116228 /// 3204",FALSE
"206849_at","GABRG2","2566",TRUE
"206850_at","RASL10A","10633",TRUE
"206851_at","RNASE3","6037",TRUE
"206852_at","EPHA7","2045",TRUE
"206853_s_at","MAP3K7","6885",FALSE
"206854_s_at","MAP3K7","6885",FALSE
"206855_s_at","HYAL2","8692",TRUE
"206856_at","LILRB5","10990",TRUE
"206857_s_at","FKBP1B","2281",TRUE
"206858_s_at","HOXC6","3223",TRUE
"206859_s_at","PAEP","5047",TRUE
"206860_s_at","MIOS","54468",FALSE
"206861_s_at","CGGBP1","8545",FALSE
"206862_at","ZNF254","9534",TRUE
"206864_s_at","HRK","8739",TRUE
"206865_at","HRK","8739",FALSE
"206866_at","CDH4","1002",TRUE
"206867_at","GCKR","2646",TRUE
"206868_at","STARD8","9754",TRUE
"206869_at","CHAD","1101",TRUE
"206870_at","PPARA","5465",FALSE
"206871_at","ELANE","1991",TRUE
"206872_at","SLC17A1","6568",TRUE
"206873_at","CA6","765",TRUE
"206874_s_at","SLK","9748",TRUE
"206875_s_at","SLK","9748",FALSE
"206876_at","SIM1","6492",TRUE
"206877_at","MXD1","4084",TRUE
"206878_at","DAO","1610",TRUE
"206879_s_at","NRG2","9542",FALSE
"206880_at","P2RX6","9127",FALSE
"206881_s_at","LILRA3","11026",TRUE
"206882_at","SLC1A6","6511",TRUE
"206883_x_at","GP9","2815",TRUE
"206884_s_at","SCEL","8796",TRUE
"206885_x_at","GH1","2688",FALSE
"206886_x_at","GH1","2688",FALSE
"206887_at","CCBP2","1238",TRUE
"206888_s_at","ARHGDIG","398",TRUE
"206889_at","PDIA2","64714",FALSE
"206890_at","IL12RB1","3594",TRUE
"206891_at","ACTN3","89",TRUE
"206892_at","AMHR2","269",TRUE
"206893_at","SALL1","6299",TRUE
"206894_at","APOA4","337",TRUE
"206895_at","PPP1R3A","5506",FALSE
"206896_s_at","GNG7","2788",TRUE
"206897_at","PAGE1","8712",TRUE
"206898_at","CDH19","28513",TRUE
"206899_at","NTSR2","23620",TRUE
"206900_x_at","ZNF253","56242",TRUE
"206901_at","C19orf57","79173",TRUE
"206902_s_at","EXOG","9941",TRUE
"206903_at","EXOG","9941",FALSE
"206904_at","MATN1","4146",FALSE
"206905_s_at","MATN1","4146",TRUE
"206906_at","ICAM5","7087",TRUE
"206907_at","TNFSF9","8744",TRUE
"206908_s_at","CLDN11","5010",TRUE
"206910_x_at","CFHR2","3080",TRUE
"206911_at","TRIM25","7706",TRUE
"206912_at","FOXE1","2304",TRUE
"206913_at","BAAT","570",TRUE
"206914_at","CRTAM","56253",TRUE
"206915_at","NKX2-2","4821",TRUE
"206916_x_at","TAT","6898",TRUE
"206917_at","GNA13","10672",TRUE
"206918_s_at","CPNE1","8904",TRUE
"206919_at","ELK4","2005",FALSE
"206920_s_at","GLE1","2733",FALSE
"206921_at","GLE1","2733",TRUE
"206922_at","VCY /// VCY1B","353513 /// 9084",FALSE
"206923_at","PRKCA","5578",FALSE
"206924_at","IL11","3589",TRUE
"206925_at","ST8SIA4","7903",TRUE
"206926_s_at","IL11","3589",FALSE
"206927_s_at","GUCY1A2","2977",TRUE
"206928_at","ZNF124","7678",TRUE
"206929_s_at","NFIC","4782",FALSE
"206930_at","GLYAT","10249",TRUE
"206931_at","ZNF141","7700",TRUE
"206932_at","CH25H","9023",TRUE
"206933_s_at","H6PD","9563",TRUE
"206934_at","SIRPB1","10326",TRUE
"206935_at","PCDH8","5100",TRUE
"206937_at","SPTA1","6708",TRUE
"206938_at","SRD5A2","6716",TRUE
"206939_at","DCC","1630",TRUE
"206940_s_at","POU4F1","5457",FALSE
"206941_x_at","SEMA3E","9723",TRUE
"206942_s_at","PMCH","5367",TRUE
"206943_at","TGFBR1","7046",TRUE
"206944_at","HTR6","3362",TRUE
"206945_at","LCT","3938",TRUE
"206946_at","HCN4","10021",TRUE
"206947_at","B3GALT5","10317",TRUE
"206948_at","NEU3","10825",FALSE
"206949_s_at","RUSC1","23623",TRUE
"206950_at","SCN9A","6335",TRUE
"206951_at","HIST1H4E","8367",TRUE
"206952_at","G6PC","2538",TRUE
"206953_s_at","LPHN2","23266",TRUE
"206954_at","WT1-AS","51352",TRUE
"206955_at","AQP7","364",TRUE
"206956_at","BGLAP /// PMF1","11243 /// 632",FALSE
"206957_at","AGXT","189",TRUE
"206958_s_at","UPF3A","65110",FALSE
"206959_s_at","UPF3A","65110",FALSE
"206960_at","LPAR4","2846",TRUE
"206961_s_at","MED20","9477",FALSE
"206963_s_at","NAT8 /// NAT8B","51471 /// 9027",FALSE
"206964_at","NAT8B","51471",TRUE
"206965_at","KLF12","11278",FALSE
"206966_s_at","KLF12","11278",FALSE
"206967_at","CCNT1","904",TRUE
"206968_s_at","NFRKB","4798",FALSE
"206969_at","KRT34","3885",TRUE
"206970_at","CNTN2","6900",TRUE
"206971_at","GPR161","23432",FALSE
"206972_s_at","GPR161","23432",TRUE
"206973_at","PPFIA2","8499",TRUE
"206974_at","CXCR6","10663",FALSE
"206975_at","LTA","4049",TRUE
"206976_s_at","HSPH1","10808",FALSE
"206977_at","PTH","5741",TRUE
"206978_at","CCR2","729230",FALSE
"206979_at","C8B","732",TRUE
"206980_s_at","FLT3LG","2323",FALSE
"206981_at","SCN4A","6329",TRUE
"206982_at","CRYBA1","1411",TRUE
"206983_at","CCR6","1235",TRUE
"206984_s_at","RIT2","6014",TRUE
"206985_at","HSD17B3","3293",TRUE
"206986_at","FGF18","8817",FALSE
"206987_x_at","FGF18","8817",FALSE
"206988_at","CCL25","6370",TRUE
